983,1286,1345146081
983,2035,1343609521
983,132,1343246153
983,108,1343874391
983,558,1342913993
983,1882,1343606011
983,786,1343591156
983,1829,1347548743
983,433,1343742493
983,2071,1343226852
983,585,1345663662
983,244,1344025731
983,1828,1343860008
983,1023,1345742584
983,650,1346342178
983,1115,1343423359
983,1956,1346900462
983,793,1343682540
983,1397,1344105730
983,2103,1344179279
983,827,1347354694
983,538,1343679788
983,321,1343236345
983,1165,1343241041
983,476,1346004691
983,1750,1343509854
983,254,1344090418
983,1848,1343018470
983,682,1344202461
983,237,1343140477
983,1962,1343438446
983,1603,1343042978
983,37,1346374042
983,25,1343929170
983,1480,1343244582
983,780,1347338827
983,1171,1347212883
983,1133,1343474496
983,1954,1346853014
983,1669,1345665779
497,1036,1344095205
1121,160,1344215326
1628,777,1342908580
35,1186,1344041731
35,606,1344043599
494,1962,1343806389
33,1282,1347265314
33,610,1345760352
33,783,1342945103
33,292,1344745248
33,1815,1344237352
33,1271,1344115011
33,1879,1346908921
33,668,1343095230
33,1323,1342925047
33,1537,1345244588
716,526,1343756834
716,1797,1343754769
716,1721,1343084585
716,634,1345901552
716,41,1343007117
716,27,1343007778
716,2123,1345903985
716,980,1343008181
716,1871,1345901346
716,1460,1343084970
2035,859,1343239181
2035,234,1344016185
2035,25,1342924741
3,999,1347686541
1831,793,1346026289
912,1337,1343105139
972,25,1343664947
1728,381,1343364927
1605,1061,1346161019
1605,1389,1345127575
1605,771,1346251356
1605,1631,1347236666
1605,729,1345340167
1605,2047,1348013301
1605,51,1345120880
1605,1515,1346073169
2012,1072,1346357342
2012,1774,1347048898
2012,1672,1347048503
2012,1952,1346176948
2012,966,1346357693
2012,1135,1347047243
1314,48,1344114250
1314,785,1343377616
1314,336,1344734010
1314,882,1343839470
1314,388,1346776527
1314,938,1346265989
1314,1036,1345840365
1314,582,1343082191
895,920,1345878676
1473,1690,1347017006
1474,113,1344052897
1474,180,1343200025
1474,391,1343199342
1474,544,1343198345
1474,1939,1342940585
1474,254,1343215901
399,793,1343864952
399,194,1344018218
193,1620,1343853473
193,933,1343358673
193,254,1344300875
2101,44,1343224707
2101,793,1343937195
2046,763,1346260406
2046,1239,1346352518
375,191,1343237812
375,126,1343237842
375,868,1343240034
375,1667,1343239679
375,2081,1343237914
549,2098,1345310622
1405,1684,1343076455
1405,520,1343860473
1405,801,1343863717
1405,1138,1343057137
1405,633,1343860296
1405,993,1343066237
1405,1680,1343057110
1405,922,1343060175
315,1269,1343435480
1740,763,1344017288
1764,1743,1345995476
1764,762,1344099193
1764,612,1343512470
1764,210,1345649612
1764,804,1347831765
1764,1924,1348002855
1764,1965,1343511895
1764,887,1345996470
1764,147,1343693963
1764,591,1343774479
1764,2043,1343862171
1764,45,1345316555
1764,507,1343153232
1764,658,1345310169
1764,346,1343062792
1764,1900,1344795647
1764,178,1348000844
1764,547,1343152527
1764,401,1343774655
1764,1974,1343775123
1764,723,1343007903
1764,1527,1345308880
1764,1362,1343861888
1764,295,1343530800
1764,1368,1343512770
1764,727,1343026235
1764,510,1345649868
